Series,Current,Min,Max,Average
Start Time,-1.79769e+308
End Time,1.79769e+308
Current Time,0
/tf/camera_color_optical_frame/tag36h11:1/header/stamp,1688326840.374168,1688326840.374168,1688326847.487759,1688326843.905122
/tf/camera_color_optical_frame/tag36h11:1/rotation/w,0.999508,0.690444,0.999564,0.990408
/tf/camera_color_optical_frame/tag36h11:1/rotation/x,0.007504,-0.287359,0.011987,-0.001365
/tf/camera_color_optical_frame/tag36h11:1/rotation/y,0.015548,0.013853,0.664117,0.035567
/tf/camera_color_optical_frame/tag36h11:1/rotation/z,-0.026200,-0.028270,-0.007601,-0.025940
/tf/camera_color_optical_frame/tag36h11:1/translation/x,7.234550,7.195232,7.304488,7.238002
/tf/camera_color_optical_frame/tag36h11:1/translation/y,2.784066,2.769275,2.811643,2.785548
/tf/camera_color_optical_frame/tag36h11:1/translation/z,7.225546,7.186794,7.295528,7.229136
